match,iid_1,iid_2,interested_1,interested_2,gender_1,age_1,field_1,field_cd_1,race_1,imprace_1,imprelig_1,goal_1,date_1,go_out_1,career_1,career_c_1,sports_1,tvsports_1,exercise_1,dining_1,museums_1,art_1,hiking_1,gaming_1,clubbing_1,reading_1,tv_1,theater_1,movies_1,concerts_1,music_1,shopping_1,yoga_1,attr3_1_1,sinc3_1_1,intel3_1_1,fun3_1_1,amb3_1_1,gender_2,age_2,field_2,field_cd_2,race_2,imprace_2,imprelig_2,goal_2,date_2,go_out_2,career_2,career_c_2,sports_2,tvsports_2,exercise_2,dining_2,museums_2,art_2,hiking_2,gaming_2,clubbing_2,reading_2,tv_2,theater_2,movies_2,concerts_2,music_2,shopping_2,yoga_2,attr3_1_2,sinc3_1_2,intel3_1_2,fun3_1_2,amb3_1_2
0,395,412,0,0,0,33.0,NonFiction Writing,6.0,2.0,1.0,2.0,3.0,4.0,2.0,writer/editor,6.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,1,27.0,business,8.0,2.0,1.0,1.0,1.0,5.0,2.0,millionaire,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,7.0,7.0,8.0,8.0,8.0
0,395,413,0,0,0,33.0,NonFiction Writing,6.0,2.0,1.0,2.0,3.0,4.0,2.0,writer/editor,6.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,1,26.0,business,8.0,2.0,5.0,3.0,1.0,,2.0,Real Estate,8.0,6.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,0.0,7.0,9.0,8.0,7.0,6.0
0,395,414,0,1,0,33.0,NonFiction Writing,6.0,2.0,1.0,2.0,3.0,4.0,2.0,writer/editor,6.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,1,29.0,business,8.0,2.0,2.0,10.0,6.0,1.0,1.0,business,7.0,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,
0,395,415,0,1,0,33.0,NonFiction Writing,6.0,2.0,1.0,2.0,3.0,4.0,2.0,writer/editor,6.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,1,31.0,MBA,8.0,2.0,3.0,1.0,1.0,4.0,2.0,Trader,7.0,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,6.0,3.0,7.0,1.0,1.0,7.0,8.0,10.0,4.0,8.0
0,396,397,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,24.0,Law,1.0,2.0,3.0,2.0,2.0,5.0,2.0,Lawyer,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,7.0,7.0,10.0,7.0,9.0
0,396,398,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,29.0,Business (MBA),8.0,2.0,7.0,2.0,2.0,3.0,1.0,Consultin \ Management,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,7.0,6.0,7.0,10.0,8.0
0,396,399,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,29.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,2.0,Consulting,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,9.0,9.0,9.0,9.0,9.0
0,396,400,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,26.0,Business,8.0,2.0,7.0,7.0,5.0,4.0,2.0,Entrepreneur,7.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,7.0,10.0,8.0,6.0,7.0
0,396,401,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,31.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,1.0,Consulting,7.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,8.0,5.0,10.0,7.0,5.0
0,396,402,0,1,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,29.0,Mathematics,2.0,4.0,1.0,1.0,3.0,4.0,2.0,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,8.0,10.0,7.0,9.0
0,396,403,0,1,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,22.0,Financial Engineering,5.0,2.0,6.0,6.0,5.0,5.0,3.0,Work in an investment bank,7.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,4.0,8.0,9.0,7.0,9.0
0,396,404,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,23.0,Financial Engineering,5.0,2.0,1.0,4.0,2.0,5.0,2.0,Investment Banking,7.0,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,6.0,9.0,8.0,7.0,8.0
0,396,405,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,30.0,International Affairs,13.0,1.0,1.0,1.0,4.0,5.0,5.0,Diplomat / Int'l civil servant,9.0,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,8.0,8.0,9.0,10.0,10.0
0,396,406,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,27.0,Business,8.0,4.0,1.0,1.0,1.0,6.0,2.0,Finance,7.0,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,7.0,8.0,8.0,9.0
0,396,407,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,24.0,Film,14.0,2.0,1.0,1.0,3.0,4.0,2.0,Screenwriter,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,8.0,8.0
1,396,408,1,1,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,24.0,International Affairs,13.0,3.0,1.0,1.0,2.0,7.0,1.0,Diplomat/Business,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,8.0,7.0,8.0,10.0,9.0
0,396,409,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,23.0,biomedical engineering,5.0,2.0,5.0,5.0,2.0,6.0,3.0,research - teaching,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,9.0,9.0,8.0,8.0
0,396,410,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,27.0,Business,8.0,2.0,8.0,8.0,1.0,5.0,1.0,business,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,7.0,10.0,10.0,6.0,10.0
0,396,411,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,34.0,Finance,8.0,2.0,8.0,2.0,3.0,4.0,1.0,M&A Advisory,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,8.0,6.0,7.0,9.0,5.0
0,396,412,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,27.0,business,8.0,2.0,1.0,1.0,1.0,5.0,2.0,millionaire,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,7.0,7.0,8.0,8.0,8.0
0,396,413,0,0,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,26.0,business,8.0,2.0,5.0,3.0,1.0,,2.0,Real Estate,8.0,6.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,0.0,7.0,9.0,8.0,7.0,6.0
1,396,414,1,1,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,29.0,business,8.0,2.0,2.0,10.0,6.0,1.0,1.0,business,7.0,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,
0,396,415,0,1,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,1,31.0,MBA,8.0,2.0,3.0,1.0,1.0,4.0,2.0,Trader,7.0,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,6.0,3.0,7.0,1.0,1.0,7.0,8.0,10.0,4.0,8.0
1,416,422,1,1,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,26.0,Fundraising Management,8.0,2.0,6.0,7.0,2.0,4.0,2.0,Fundraising for Non-Profits,7.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0
1,416,423,1,1,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,30.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,1.0,Money Management,7.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,7.0,9.0,9.0,8.0,9.0
1,416,424,1,1,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,24.0,Biomedical Engineering,5.0,4.0,4.0,4.0,2.0,6.0,3.0,Research,2.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0
0,416,425,0,1,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,28.0,Business (Finance & Marketing),8.0,2.0,3.0,7.0,2.0,4.0,2.0,General Management,7.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,9.0,9.0,6.0,9.0
1,416,426,1,1,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,24.0,MBA,8.0,2.0,4.0,7.0,2.0,2.0,1.0,Lobbyist,13.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,8.0,8.0,10.0,8.0,9.0
0,416,427,0,0,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,28.0,International Affairs,13.0,2.0,1.0,1.0,1.0,7.0,3.0,Energy,15.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,7.0,10.0,7.0,8.0,9.0
1,416,428,1,1,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,27.0,MBA,8.0,4.0,8.0,8.0,3.0,2.0,1.0,Management Consulting,7.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,8.0,9.0,7.0,9.0
1,416,429,1,1,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,1,27.0,Business,8.0,2.0,1.0,1.0,2.0,2.0,2.0,Investment Management,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,9.0,8.0
1,417,422,1,1,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,26.0,Fundraising Management,8.0,2.0,6.0,7.0,2.0,4.0,2.0,Fundraising for Non-Profits,7.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0
0,417,423,0,0,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,30.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,1.0,Money Management,7.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,7.0,9.0,9.0,8.0,9.0
0,417,424,0,0,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,24.0,Biomedical Engineering,5.0,4.0,4.0,4.0,2.0,6.0,3.0,Research,2.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0
0,417,425,0,0,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,28.0,Business (Finance & Marketing),8.0,2.0,3.0,7.0,2.0,4.0,2.0,General Management,7.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,9.0,9.0,6.0,9.0
0,417,426,0,0,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,24.0,MBA,8.0,2.0,4.0,7.0,2.0,2.0,1.0,Lobbyist,13.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,8.0,8.0,10.0,8.0,9.0
0,417,427,0,0,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,28.0,International Affairs,13.0,2.0,1.0,1.0,1.0,7.0,3.0,Energy,15.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,7.0,10.0,7.0,8.0,9.0
0,417,428,0,0,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,27.0,MBA,8.0,4.0,8.0,8.0,3.0,2.0,1.0,Management Consulting,7.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,8.0,9.0,7.0,9.0
0,417,429,0,0,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,1,27.0,Business,8.0,2.0,1.0,1.0,2.0,2.0,2.0,Investment Management,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,9.0,8.0
0,418,422,0,1,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,26.0,Fundraising Management,8.0,2.0,6.0,7.0,2.0,4.0,2.0,Fundraising for Non-Profits,7.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0
0,418,423,0,0,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,30.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,1.0,Money Management,7.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,7.0,9.0,9.0,8.0,9.0
0,418,424,0,1,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,24.0,Biomedical Engineering,5.0,4.0,4.0,4.0,2.0,6.0,3.0,Research,2.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0
0,418,425,0,1,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,28.0,Business (Finance & Marketing),8.0,2.0,3.0,7.0,2.0,4.0,2.0,General Management,7.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,9.0,9.0,6.0,9.0
0,418,426,0,0,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,24.0,MBA,8.0,2.0,4.0,7.0,2.0,2.0,1.0,Lobbyist,13.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,8.0,8.0,10.0,8.0,9.0
0,418,427,0,0,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,28.0,International Affairs,13.0,2.0,1.0,1.0,1.0,7.0,3.0,Energy,15.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,7.0,10.0,7.0,8.0,9.0
0,418,428,0,1,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,27.0,MBA,8.0,4.0,8.0,8.0,3.0,2.0,1.0,Management Consulting,7.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,8.0,9.0,7.0,9.0
0,418,429,0,1,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,1,27.0,Business,8.0,2.0,1.0,1.0,2.0,2.0,2.0,Investment Management,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,9.0,8.0
